Rule No #,Path,Terminologi Used,Deskripsi Error,Last Update,Version,,
10820,Immunization.reaction.detail,Reference to Observation,Referensi pada elemen Immunization.reaction.detail harus mengarah ke resource Observation.,10 Desember 2025,v2.0,,
10105,Immunization.reasonCode,"http://terminology.kemkes.go.id/CodeSystem/immunization-reason
http://terminology.kemkes.go.id/CodeSystem/immunization-routine-timing
http://snomed.info/sct","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Immunization.reasonCode",14 Maret 2024,v1.0,,
10451,Immunization.recorded,,"Data harus terisi menggunakan codesystem yang sesuai, lihat penggunaan path secara secara lengkap disini ",14 Maret 2024,v1.0,,
10106,Immunization.reportOrigin,http://terminology.hl7.org/CodeSystem/immunization-origin,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Immunization.reportOrigin",14 Maret 2024,v1.0,,
10107,Immunization.status,http://hl7.org/fhir/event-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Immunization.status",14 Maret 2024,v1.0,,
10108,Immunization.statusReason,"http://snomed.info/sct
http://terminology.hl7.org/CodeSystem/v3-ActReason
http://terminology.kemkes.go.id/CodeSystem/immunization-statusReason ","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Immunization.statusReason",14 Maret 2024,v1.0,,
10103,Immunization.vaccineCode,"http://hl7.org/fhir/sid/cvx
http://sys-ids.kemkes.go.id/kfa","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Immunization.vaccineCode",14 Maret 2024,v1.0,,
10234,Invoice.account,Reference ke Account,Referensi pada elemen Invoice.account harus mengarah ke resource Account.,10 Desember 2025,v2.0,,
10236,Invoice.chargeItemRefrence,Reference ke ChargeItem,Referensi pada elemen Invoice.chargeItemRefrence harus mengarah ke resource ChargeItem.,10 Desember 2025,v2.0,,
10233,Invoice.issuer,Reference ke Organization,Referensi pada elemen Invoice.issuer harus mengarah ke resource Organization.,10 Desember 2025,v2.0,,
10811,Invoice.lineItem.priceComponent.amount.currency,urn:iso:std:iso:4217,Nilai pada elemen Invoice.lineItem.priceComponent.amount.currency dapat diisi dengan kode 'IDR' sesuai standar ISO 4217.,10 Desember 2025,v2.0,,
10811,Invoice.lineItem.priceComponent.amount.value,"Tipe data decimal, contoh: 52000","Nilai pada elemen Invoice.lineItem.priceComponent.amount.value harus valid sesuai aturan: Tipe data decimal, contoh: 52000.",10 Desember 2025,v2.0,,
10513,Invoice.lineItem.priceComponent.code,http://terminology.kemkes.go.id/CodeSystem/kptl,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Invoice.lineItem.priceComponent.code ",10 Desember 2025,v2.0,,
10513,Invoice.lineItem.priceComponent.code,http://sys-ids.kemkes.go.id/kfa,Data harus menggunakan Kode Invoice.lineItem.priceComponent.code dapat diisi dengan kode KFA sesuai dengan use case masing-masing. Untuk keterangan lebih lanjut dapat melihat dalam playbook masing-masing usecase.,10 Desember 2025,v2.0,,
10231,Invoice.subject,Reference ke Patient,Referensi pada elemen Invoice.subject harus mengarah ke resource Patient.,10 Desember 2025,v2.0,,
10812,Invoice.totalNet.currency,urn:iso:std:iso:4217,Nilai pada elemen Invoice.totalNet.currency dapat diisi dengan kode 'IDR' sesuai standar ISO 4217.,10 Desember 2025,v2.0,,
10812,Invoice.totalNet.value,"Tipe data decimal, contoh: 52000","Nilai pada elemen Invoice.totalNet.value harus valid sesuai aturan: Tipe data decimal, contoh: 52000.",10 Desember 2025,v2.0,,
10101,Location.address.type,http://hl7.org/fhir/address-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.address.type",14 Maret 2024,v1.0,,
10100,Location.address.use,http://hl7.org/fhir/address-use,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.address.use",14 Maret 2024,v1.0,,
10163,Location.extension.serviceClass,http://terminology.kemkes.go.id/CodeSystem/locationServiceClass,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.extension.serviceClass",14 Maret 2024,v1.0,,
10447,Location.identifier,http://sys-ids.kemkes.go.id/location/{{org-id}} ,Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/location/{{org-id}}  dengan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10097,Location.mode,http://hl7.org/fhir/location-mode,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.mode",14 Maret 2024,v1.0,,
10096,Location.operationalStatus,http://terminology.hl7.org/CodeSystem/v2-0116,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.operationalStatus",14 Maret 2024,v1.0,,
10171,Location.operationalStatus,http://terminology.hl7.org/CodeSystem/v2-0116,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.operationalStatus",14 Maret 2024,v1.0,,
10102,Location.physicalType,"http://terminology.hl7.org/CodeSystem/location-physical-type
http://terminology.kemkes.go.id/CodeSystem/location-physical-type","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.physicalType",14 Maret 2024,v1.0,,
10095,Location.status,http://hl7.org/fhir/location-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.status",14 Maret 2024,v1.0,,
10098,Location.telecom.system,http://hl7.org/fhir/contact-point-system,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.telecom[i].system",14 Maret 2024,v1.0,,
10099,Location.telecom.use,http://hl7.org/fhir/contact-point-use,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.telecom[i].use",14 Maret 2024,v1.0,,
10172,Location.type,http://terminology.hl7.org/CodeSystem/v3-RoleCode,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.type",14 Maret 2024,v1.0,,
10172,Location.type,http://terminology.kemkes.go.id/CodeSystem/location-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Location.type",14 Maret 2024,v1.0,,
10310,Medication.batch.expirationDate,dateTime,Data harus menggunakan format datetime,14 Maret 2024,v1.0,,
10309,Medication.batch.lotnumber,"data string, gabungan alphabet dan numerik. Contoh : 1625042A",Input data tipe string,14 Maret 2024,v1.0,,
10024,Medication.code,http://sys-ids.kemkes.go.id/kfa,Data harus menggunakan kode obat yang tersedia pada KFA (kamus farmasi dan alat kesehatan). Pengisian kode KFA tergantung jenis obat yang diresepkan atau dikeluarkan tergantung apakah dalam bentuk produk obat template (92xxxxxx) atau produk obat aktual (93xxxxxx). Daftar kode obat KFA dapat dilihat dalam browser kamus KFA pada link berikut : https://dto.kemkes.go.id/kfa-browser.,14 Maret 2024,v1.0,,
10024,Medication.code,http://snomed.info/sct,Nilai pada elemen Medication.code harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10031,Medication.extension.valueCodableConcept.coding,http://terminology.kemkes.go.id/CodeSystem/medication-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Medication.extension.valueCodableConcept.coding",14 Maret 2024,v1.0,,
10025,Medication.form,http://terminology.kemkes.go.id/CodeSystem/medication-form,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Medication.form",14 Maret 2024,v1.0,,
10380,Medication.identifier,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10030,Medication.ingredient.itemCodableConcept.coding,http://sys-ids.kemkes.go.id/kfa,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Medication.ingredient.itemCodableConcept.coding",14 Maret 2024,v1.0,,
10028,Medication.ingredient.strength.denominator,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Medication.ingredient.strength.denominator",14 Maret 2024,v1.0,,
10028,Medication.ingredient.strength.denominator,http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Medication.ingredient.strength.denominator",14 Maret 2024,v1.0,,
10028,Medication.ingredient.strength.denominator,http://unitsofmeasure.org,"Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for
Units of Measure (UCUM). Daftar kode satuan dapat diakses disini",14 Maret 2024,v1.0,,
10335,Medication.ingredient.strength.denominator.value,http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm,Data type pada path Medication.ingredient.strength.denominator.value adalah decimal,14 Maret 2024,v1.0,,
10027,Medication.ingredient.strength.numerator,http://unitsofmeasure.org,"Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for
Units of Measure (UCUM). Daftar kode satuan dapat diakses disini",14 Maret 2024,v1.0,,
10334,Medication.ingredient.strength.numerator.value,http://unitsofmeasure.org,Data type pada path Medication.ingredient.strength.numerator.value adalah decimal,14 Maret 2024,v1.0,,
10391,Medication.manufacturer ,Organization/{{org-id}},"Data Medication.manufacturer diisi dengan Reference merujuk pada data yang tersimpan di resource Organization, yang menyimpan data pabrik obat.",14 Maret 2024,v1.0,,
10026,Medication.status,http://hl7.org/fhir/CodeSystem/medication-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Medication.status",14 Maret 2024,v1.0,,
10849,MedicationAdministration.category,http://terminology.hl7.org/CodeSystem/medication-admin-category,Nilai pada elemen MedicationAdministration.category harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/medication-admin-category.,10 Desember 2025,v2.0,,
10760,MedicationAdministration.context,Reference ke Encounter,Referensi pada elemen MedicationAdministration.context harus mengarah ke resource Encounter.,10 Desember 2025,v2.0,,
10852,MedicationAdministration.dosage.dose,http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm,Nilai pada elemen MedicationAdministration.dosage.dose harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm.,10 Desember 2025,v2.0,,
10852,MedicationAdministration.dosage.dose,http://snomed.info/sct,Nilai pada elemen MedicationAdministration.dosage.dose harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10852,MedicationAdministration.dosage.dose,https://terminology.kemkes.go.id/CodeSystem/smallest-logistic-unit,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationAdministration.dosage.dose",10 Desember 2025,v2.0,,
10852,MedicationAdministration.dosage.dose.code,http://unitsofmeasure.org,Nilai pada elemen MedicationAdministration.dosage.dose.code harus sesuai dengan sistem http://unitsofmeasure.org.,10 Desember 2025,v2.0,,
10769,MedicationAdministration.dosage.dose.value,decimal,Nilai pada elemen MedicationAdministration.dosage.dose.value harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10768,MedicationAdministration.dosage.method,http://snomed.info/sct,Nilai pada elemen MedicationAdministration.dosage.method harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10774,MedicationAdministration.dosage.rateQuantity.value,decimal,Nilai pada elemen MedicationAdministration.dosage.rateQuantity.value harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10772,MedicationAdministration.dosage.rateRatio.denominator.system,http://unitsofmeasure.org,Nilai pada elemen MedicationAdministration.dosage.rateRatio.denominator.system harus sesuai dengan sistem http://unitsofmeasure.org.,10 Desember 2025,v2.0,,
10773,MedicationAdministration.dosage.rateRatio.denominator.value,decimal,Nilai pada elemen MedicationAdministration.dosage.rateRatio.denominator.value harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10770,MedicationAdministration.dosage.rateRatio.numerator.system,http://unitsofmeasure.org,"Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for
Units of Measure (UCUM). Daftar kode satuan dapat diakses  disini",10 Desember 2025,v2.0,,
10771,MedicationAdministration.dosage.rateRatio.numerator.value,decimal,Nilai pada elemen MedicationAdministration.dosage.rateRatio.numerator.value harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10767,MedicationAdministration.dosage.route,http://www.whocc.no/atc,Nilai pada elemen MedicationAdministration.dosage.route harus sesuai dengan sistem http://www.whocc.no/atc.,10 Desember 2025,v2.0,,
10766,MedicationAdministration.dosage.site,http://snomed.info/sct,Nilai pada elemen MedicationAdministration.dosage.site harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10761,MedicationAdministration.effectiveDateTime,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:11,10 Desember 2025,v2.0,,
10851,MedicationAdministration.effectivePeriod.end,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:16,10 Desember 2025,v2.0,,
10850,MedicationAdministration.effectivePeriod.start,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:15,10 Desember 2025,v2.0,,
10848,MedicationAdministration.manufacturer,Reference ke Organization,Referensi pada elemen MedicationAdministration.manufacturer harus mengarah ke resource Organization.,10 Desember 2025,v2.0,,
10757,MedicationAdministration.medicationCodeableConcept,http://sys-ids.kemkes.go.id/kfa,Data harus menggunakan Kode MedicationAdministration.medicationCodeableConcept dapat diisi dengan kode KFA sesuai dengan use case masing-masing. Untuk keterangan lebih lanjut dapat melihat dalam playbook masing-masing usecase.,10 Desember 2025,v2.0,,
10758,MedicationAdministration.medicationReference,Reference ke Medication,Referensi pada elemen MedicationAdministration.medicationReference harus mengarah ke resource Medication.,10 Desember 2025,v2.0,,
10756,MedicationAdministration.partOf,Reference ke MedicationAdministration |,Referensi pada elemen MedicationAdministration.partOf harus mengarah ke resource MedicationAdministration |.,10 Desember 2025,v2.0,,
10762,MedicationAdministration.performer.actor,Reference ke Practitioner,Referensi pada elemen MedicationAdministration.performer.actor harus mengarah ke resource Practitioner.,10 Desember 2025,v2.0,,
10763,MedicationAdministration.reasonCode,http://terminology.hl7.org/CodeSystem/reason-medication-given,Nilai pada elemen MedicationAdministration.reasonCode harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/reason-medication-given.,10 Desember 2025,v2.0,,
10764,MedicationAdministration.reasonReference,Reference ke Condition | Observation |,Referensi pada elemen MedicationAdministration.reasonReference harus mengarah ke resource Condition | Observation |.,10 Desember 2025,v2.0,,
10765,MedicationAdministration.request,Reference ke MedicationRequest,Referensi pada elemen MedicationAdministration.request harus mengarah ke resource MedicationRequest.,10 Desember 2025,v2.0,,
10755,MedicationAdministration.status,http://terminology.hl7.org/CodeSystem/medication-admin-status,Nilai pada elemen MedicationAdministration.status harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/medication-admin-status.,10 Desember 2025,v2.0,,
10759,MedicationAdministration.subject,Reference ke Patient,Referensi pada elemen MedicationAdministration.subject harus mengarah ke resource Patient.,10 Desember 2025,v2.0,,
10394,MedicationDispense.authorizingPrescription,MedicationRequest,Path MedicationDispense.authorizingPrescription diisi dengan reference yang merujuk pada data MedicationRequest dengan nomor ID data medicationrequest yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10048,MedicationDispense.category,http://terminology.hl7.org/fhir/CodeSystem/medicationdispense-category,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.category",14 Maret 2024,v1.0,,
10390,MedicationDispense.context,Encounter,Path MedicationDispense.context wajib diisi dan merujuk pada resource Encounter yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10051,MedicationDispense.daysSupply.code,http://unitsofmeasure.org,"Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for
Units of Measure (UCUM). Daftar kode satuan dapat diakses disini",14 Maret 2024,v1.0,,
10350,MedicationDispense.daysSupply.value,http://unitsofmeasure.org,"Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for
Units of Measure (UCUM). Daftar kode satuan dapat diakses disini",14 Maret 2024,v1.0,,
10054,MedicationDispense.dosageInstruction.additionalInstruction,http://snomed.info/sct,Data harus menggunakan Kode dapat diisi dengan kode SNOMED-CT. Ruang lingkup kode SNOMED CT versi Desember 2022 yang dapat dipakai : Expression Constraint Language (ECL) Query : < 419492006 |Additional dosage instructions (qualifier value)| Contoh daftar kode SNOMED CT yang dapat digunakan dapat diakses disini,14 Maret 2024,v1.0,,
10357,MedicationDispense.dosageInstruction.doseAndRate.doseQuantity.code,http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.dosageInstruction[i].doseAndRate.doseQuantity",14 Maret 2024,v1.0,,
10357,MedicationDispense.dosageInstruction.doseAndRate.doseQuantity.code,http://snomed.info/sct,Nilai pada elemen MedicationDispense.dosageInstruction.doseAndRate.doseQuantity.code harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10356,MedicationDispense.dosageInstruction.doseAndRate.doseQuantity.value,"data numerik, contoh: 1, 60, tidak bisa (-)","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10053,MedicationDispense.dosageInstruction.doseAndRate.type,http://terminology.hl7.org/CodeSystem/dose-rate-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.dosageInstruction.doseAndRate.type",14 Maret 2024,v1.0,,
10057,MedicationDispense.dosageInstruction.doseAndRate.type,http://terminology.hl7.org/CodeSystem/dose-rate-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.dosageInstruction.doseAndRate.type",14 Maret 2024,v1.0,,
10056,MedicationDispense.dosageInstruction.route,http://www.whocc.no/atc,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.dosageInstruction.route",14 Maret 2024,v1.0,,
10353,MedicationDispense.dosageInstruction.sequence,"data numerik, contoh: 1, 60, tidak bisa (-)","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10784,MedicationDispense.dosageInstruction.site,http://snomed.info/sct,Nilai pada elemen MedicationDispense.dosageInstruction.site harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10055,MedicationDispense.dosageInstruction.timing.code,http://terminology.hl7.org/CodeSystem/v3-GTSAbbreviation,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.dosageInstruction[i].timing.c
ode",14 Maret 2024,v1.0,,
10052,MedicationDispense.dosageInstruction.timing.periodUnit,http://unitsofmeasure.org,"Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for
Units of Measure (UCUM). Daftar kode satuan dapat diakses disini",14 Maret 2024,v1.0,,
10354,MedicationDispense.dosageInstruction.timing.repeat.frequency,"data numerik, contoh: 1, 60, tidak bisa (-)","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10355,MedicationDispense.dosageInstruction.timing.repeat.period,"data numerik, contoh: 1, 60, tidak bisa (-)","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10058,MedicationDispense.dosageInstruction.timing.repeat.when,http://hl7.org/fhir/ValueSet/event-timing,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.dosageInstruction[i].timing.repeat.when",14 Maret 2024,v1.0,,
10389,MedicationDispense.identifier,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10389,MedicationDispense.identifier,http://terminology.kemkes.go.id/CodeSystem/coverage-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.identifier",10 Desember 2025,v2.0,,
10389,MedicationDispense.identifier,http://sys-ids.kemkes.go.id/claim-number/{{org_id}},Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/claim-number/{{org_id}} dengan {{org_id}} adalah Organization ID faskes,10 Desember 2025,v2.0,,
10389,MedicationDispense.identifier,http://sys-ids.kemkes.go.id/prescription/{{org_id}},Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/prescription/{{org_id}} adalah Organization ID faskes,10 Desember 2025,v2.0,,
10389,MedicationDispense.identifier,http://sys-ids.kemkes.go.id/prescription-item/{{org_id}},Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/prescription-item/{{org_id}} dengan {{org_id}} adalah Organization ID faskes,10 Desember 2025,v2.0,,
10393,MedicationDispense.location,Location/{{location-id}},Data MedicationDispense.location diisi dengan Reference merujuk pada data Location dengan Location/{{location-id}} adalah ID lokasi yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10138,MedicationDispense.medication,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10138,MedicationDispense.medicationReference,Medication/{{medication-id}},Data MedicationDispense.medicationReference wajib terisi dengan Reference yang merujuk pada data Medication dan {medication-id}} adalah ID data medication yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10392,MedicationDispense.performer ,Practitioner/{practitioner-ihs-number},Path MedicationDispense.performer diisi dengan Reference yang merujuk pada data Practitioner dan {practitioner-ihs-number} adalah nomor ID tenaga kesehatan yang didapatkan dari Master Nakes Indeks.,14 Maret 2024,v1.0,,
10050,MedicationDispense.quantity.code,http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.quantity.code",14 Maret 2024,v1.0,,
10049,MedicationDispense.status,http://terminology.hl7.org/CodeSystem/medicationdispense-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.status",14 Maret 2024,v1.0,,
10049,MedicationDispense.status,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10139,MedicationDispense.subject,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10674,MedicationDispense.substitution.reason.coding,"http://terminology.hl7.org/CodeSystem/v3-ActReason
http://terminology.kemkes.go.id
","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationDispense.substitution.reason.coding ",10 Desember 2025,v2.0,,
10676,MedicationDispense.substitution.responsibleParty,Reference ke Practitioner,Referensi pada elemen MedicationDispense.substitution.responsibleParty harus mengarah ke resource Practitioner.,10 Desember 2025,v2.0,,
10675,MedicationDispense.substitution.type.coding,http://terminology.hl7.org/CodeSystem/v3-substanceAdminSubstitution,Nilai pada elemen MedicationDispense.substitution.type.coding harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/v3-substanceAdminSubstitution.,10 Desember 2025,v2.0,,
10352,MedicationDispense.whenHandedOver,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10351,MedicationDispense.whenPrepared,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10337,MedicationRequest.authoredOn,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10337,MedicationRequest.authoredOn,not null,Data harus terisi (tidak boleh kosong),10 Desember 2025,v2.0,,
10034,MedicationRequest.category,http://terminology.hl7.org/CodeSystem/medicationrequest-category,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.category",14 Maret 2024,v1.0,,
10045,MedicationRequest.courseOfTherapyType,http://terminology.hl7.org/CodeSystem/medicationrequest-course-of-therapy,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.courseOfTherapyType",14 Maret 2024,v1.0,,
10042,MedicationRequest.dispenseRequest.dispenseInterval,http://unitsofmeasure.org,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dispenseRequest.dispenseInterval",14 Maret 2024,v1.0,,
10344,MedicationRequest.dispenseRequest.dispenseInterval.value,"data numerik, mulai dari 0","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10043,MedicationRequest.dispenseRequest.expectedSupplyDuration,http://unitsofmeasure.org,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dispenseRequest.expectedSupplyDuration",14 Maret 2024,v1.0,,
10347,MedicationRequest.dispenseRequest.expectedSupplyDuration.value,"data numerik, mulai dari 0","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,562
10041,MedicationRequest.dispenseRequest.initialFill.duration,http://unitsofmeasure.org,Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for Units of Measure (UCUM) untuk satuan waktu.,14 Maret 2024,v1.0,,
10345,MedicationRequest.dispenseRequest.numberOfRepeatsAllowed,"data numerik, mulai dari 0","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10453,MedicationRequest.dispenseRequest.performer,Organization/{{org-id}},Data MedicationRequest.dispenseRequest.performer wajib terisi dengan Reference yang merujuk pada data Organization dengan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10348,MedicationRequest.dispenseRequest.quantity.code,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dispenseRequest.quantity",14 Maret 2024,v1.0,,
10348,MedicationRequest.dispenseRequest.quantity.code,http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dispenseRequest.quantity",14 Maret 2024,v1.0,,
